POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
RP,Emmet Sheehan,55,50,45,60,45,75,55,-,55,-,-,-,-,-,-,-,-,3,NEU,96-98,50,40,22,4,49.0,15,1.5,30.2,9.9,144,100,1.3
RP,Edwin Uceta,55,55,50,55,55,65,65,-,-,-,-,55,-,-,-,-,-,3,EX FB,94-96,30,50,56,0,53.1,19,0.7,27.9,5.5,147,68,1.3
RP,Mitch Spence,40,50,55,50,45,-,30,35,40,40,-,45,-,-,-,-,-,5,NEU,92-94,55,45,29,12,94.1,42,1.4,19.2,6.0,104,112,1.3
SP,José Soriano,50,60,45,55,60,65,-,50,45,55,45,-,-,-,-,-,-,5,EX GB,98-100,55,50,31,21,162.1,84,1.1,23.9,11.2,94,107,1.3
RP,Jeff Hoffman,65,55,50,65,55,80,-,70,70,-,65,-,-,-,-,-,-,4,FB,96-98,30,50,47,0,39.0,12,0.9,36.2,8.8,215,70,1.3
RP,Will Vest,45,60,50,50,60,55,-,-,50,45,-,-,-,-,-,-,-,3,NEU,94-96,30,50,62,0,70.2,26,0.4,22.9,8.9,135,69,1.3
SP,Brady Basso,45,45,60,55,45,45,40,45,-,-,-,45,-,-,-,-,-,4,FB,92-94,45,50,26,26,128.2,66,2.0,22.7,6.6,87,125,1.3
SP,Andre Pallante,45,60,45,50,65,50,-,35,45,45,-,-,-,-,-,-,-,4,EX GB,95-97,45,50,30,28,135.2,70,0.4,18.7,11.3,98,91,1.3
RP,Patrick Corbin,40,45,50,40,45,40,-,-,40,40,-,40,-,-,-,-,-,4,NEU,91-93,55,75,45,7,97.0,41,1.6,17.4,8.1,109,126,1.3
RP,Brock Burke,50,50,50,50,50,65,45,-,55,45,-,-,-,-,-,-,-,4,NEU,96-98,30,50,61,0,70.0,26,0.6,26.8,9.2,128,69,1.2
RP,Marc Church,50,50,50,55,45,70,-,-,55,-,45,-,-,-,-,-,-,3,FB,96-98,35,45,36,1,43.2,12,0.6,20.8,11.5,160,96,1.2
RP,Erik Miller,65,55,35,50,55,70,75,-,60,-,-,-,-,-,-,-,-,3,NEU,94-96,30,55,64,0,75.0,29,0.6,32.9,12.9,132,74,1.2
RP,Matt Strahm,55,50,60,65,45,70,-,-,60,-,-,50,-,-,-,-,-,3,EX FB,94-96,30,50,69,0,86.2,35,0.9,30.6,7.9,123,74,1.2
RP,Aaron Bummer,60,70,45,40,85,-,-,45,65,75,-,50,-,-,-,-,-,4,EX GB,94-96,30,55,69,0,67.0,26,0.7,30.7,9.1,147,71,1.2
SP,Seth Lugo,40,50,55,50,50,45,35,40,40,40,35,35,-,-,-,-,-,7,NEU,93-95,55,55,33,33,193.0,106,1.3,19.1,9.2,86,118,1.2
RP,Yuki Matsui,55,50,40,60,50,55,-,45,50,-,65,55,-,-,-,-,-,5,FB,92-94,30,60,67,0,82.2,32,1.3,29.8,14.6,140,109,1.2
RP,Justin Topa,40,60,50,50,65,-,-,-,45,45,-,40,-,-,-,-,-,3,EX GB,93-95,30,50,22,0,29.0,4,0.9,23.1,7.7,319,94,1.2
SP,Yariel Rodriguez,50,50,45,55,50,50,-,50,50,-,50,55,-,-,-,-,-,5,FB,93-95,45,50,20,5,40.2,12,0.9,32.3,8.5,149,72,1.2
SP,Porter Hodge,55,50,40,55,50,-,-,-,75,-,50,80,-,-,-,-,-,3,FB,96-98,40,45,29,29,134.0,70,1.1,26.9,12.4,94,107,1.2
SP,Tyler Anderson,40,45,50,55,45,40,45,-,35,40,-,40,-,-,-,-,-,5,EX FB,90-92,55,60,32,32,181.1,99,1.5,21.2,6.8,81,111,1.2
RP,Corey Knebel,45,50,40,55,50,45,-,-,40,-,-,-,-,-,-,45,-,3,FB,92-94,30,40,43,0,56.1,18,0.3,20.0,11.7,165,88,1.2
RP,Pierce Johnson,65,50,45,45,50,70,-,-,-,-,-,45,-,-,-,80,-,3,FB,96-98,30,50,60,0,70.1,26,1.0,35.1,11.9,135,81,1.1
RP,Nick Ramirez,35,50,55,45,55,35,-,-,35,-,-,35,-,-,-,-,-,3,NEU,87-89,30,50,29,0,40.0,10,0.5,22.4,9.4,176,81,1.1
RP,John Schreiber,45,60,45,50,65,45,40,-,45,50,-,45,-,-,-,-,-,5,NEU,93-95,25,50,62,0,71.2,26,0.8,22.5,7.5,126,85,1.1
RP,Hoby Milner,45,50,60,50,50,40,45,50,-,50,-,-,-,-,-,-,-,4,GB,89-91,30,55,44,0,50.1,17,0.2,26.0,7.8,158,58,1.1
RP,Gregory Santos,55,65,55,45,80,-,-,-,80,75,-,-,-,-,-,-,-,2,GB,98-100,30,50,71,0,63.2,24,0.1,24.6,7.2,147,51,1.1
RP,Ian Anderson,45,50,45,50,50,50,45,45,45,-,-,-,-,-,-,-,-,4,NEU,93-95,45,45,28,28,152.2,82,1.3,20.2,10.7,88,117,1.1
CL,Trevor Megill,60,50,50,45,50,85,-,75,-,-,-,-,-,-,-,-,-,2,EX FB,99-101,30,45,62,0,63.2,26,1.3,27.3,8.2,147,86,1.1
SP,Johan Oviedo,45,50,45,55,45,60,40,50,55,-,-,-,-,-,-,-,-,4,NEU,95-97,50,50,14,14,60.1,26,0.4,19.6,12.1,102,97,1.1
RP,Caleb Ferguson,50,50,45,45,55,55,-,50,-,50,-,55,-,-,-,-,-,4,NEU,94-96,30,40,19,0,19.1,3,0.5,21.2,10.0,425,94,1.1
RP,Alex Vesia,65,50,45,65,50,70,55,-,60,-,-,-,-,-,-,-,-,3,EX FB,93-95,30,50,61,0,68.1,26,1.4,30.0,10.7,125,100,1.1
RP,Nic Enright,50,50,55,55,50,55,45,45,50,-,-,-,-,-,-,-,-,4,FB,93-95,30,50,33,0,43.2,12,1.2,21.3,7.1,275,102,1.1
RP,Dedniel Nunez,55,55,45,50,55,75,40,-,70,-,-,-,-,-,-,-,-,3,NEU,96-98,30,50,56,0,67.2,25,0.7,29.9,9.4,129,69,1.1
RP,Josh Hader,80,50,45,65,50,80,45,-,80,-,-,-,-,-,-,-,-,3,EX FB,96-98,25,50,65,6,65.2,26,0.8,30.9,12.3,144,80,1.1
RP,Ryan Borucki,50,50,40,50,50,-,45,-,65,50,-,-,-,-,-,-,-,3,NEU,94-96,25,60,20,0,37.1,9,0.2,26.4,6.1,274,60,1.1
SP,AJ Smith-Shawver,50,50,45,55,45,70,-,45,55,-,55,-,-,-,-,-,-,4,EX FB,96-98,55,45,4,4,22.0,4,0.0,29.6,12.3,242,57,1.1
RP,Shintaro Fujinami,55,50,35,50,50,75,-,-,-,-,50,55,-,-,-,-,-,3,EX FB,97-99,35,45,18,3,34.2,9,0.8,32.6,8.7,191,71,1.1
RP,Robert Suarez,45,55,60,55,50,60,45,-,-,-,-,45,-,-,-,-,-,3,NEU,97-99,30,55,63,0,62.2,24,0.9,25.3,8.2,125,90,1.1
RP,Hunter Harvey,50,50,50,55,50,70,-,45,45,-,45,-,-,-,-,-,-,4,NEU,98-100,30,45,41,0,40.2,13,0.4,29.4,12.4,163,71,1.1
SP,Brant Hurter,40,50,65,55,50,45,35,-,45,45,-,-,-,-,-,-,-,4,GB,94-96,50,60,14,14,74.2,35,0.7,20.6,6.1,103,89,1.1
RP,JoJo Romero,50,55,50,55,55,55,45,-,55,55,-,-,-,-,-,-,-,4,NEU,95-97,30,50,59,0,45.1,14,0.2,23.0,8.9,153,68,1.1
RP,Cole Henry,45,50,45,55,50,55,45,50,45,-,-,35,-,-,-,-,-,5,NEU,95-97,55,45,15,0,37.0,10,0.5,14.4,13.8,163,113,1.1
RP,Trevor Williams,40,45,50,50,45,40,45,-,40,40,-,-,-,-,-,-,-,4,NEU,89-91,60,60,32,27,166.1,90,1.2,16.8,7.2,89,113,1.1
SP,Ryne Nelson,40,50,55,50,50,45,35,35,40,-,-,40,-,-,-,-,-,5,FB,95-97,55,45,32,32,168.0,92,1.2,21.9,5.9,82,97,1.1
RP,Aaron Ashby,50,55,35,50,55,50,45,50,50,55,-,-,-,-,-,-,-,5,EX GB,94-96,40,50,23,1,45.1,14,0.8,24.5,10.7,143,90,1.0
RP,Tommy Kahnle,50,50,45,65,50,-,55,-,50,55,-,-,-,-,-,-,-,3,EX GB,94-96,30,40,48,0,58.1,20,0.6,24.0,9.5,135,78,1.0
RP,Tylor Megill,50,50,45,50,50,65,-,45,50,-,45,50,-,-,-,-,-,5,NEU,96-98,45,40,28,12,145.1,74,1.3,23.5,10.6,97,111,1.0
RP,Noah Murdock,45,50,35,50,50,-,-,-,50,50,-,45,-,-,-,-,-,3,EX GB,96-98,35,50,68,3,101.0,43,0.5,22.0,10.9,106,94,1.0
RP,J.T. Ginn,40,50,50,50,50,40,30,-,40,40,-,-,-,-,-,-,-,4,NEU,92-94,40,45,23,0,23.2,4,0.4,25.0,5.4,260,62,1.0
RP,Joe Mantiply,45,55,55,50,60,-,50,-,45,50,-,-,-,-,-,-,-,3,NEU,89-91,25,60,60,0,53.0,19,0.3,22.2,6.1,155,63,1.0
RP,Ryan Walker,60,55,55,55,55,-,-,-,80,70,-,-,-,-,-,-,-,2,NEU,96-98,30,40,53,0,53.1,20,0.8,26.9,5.8,130,72,1.0
RP,Jorge Lopez,45,50,50,45,50,-,40,45,45,50,-,-,-,-,-,-,-,4,NEU,96-98,30,55,54,3,75.1,30,0.5,19.8,7.1,114,81,1.0
CL,Ryan Fernandez,50,55,45,50,55,60,-,-,55,-,-,50,-,-,-,-,-,3,NEU,96-98,25,40,56,0,59.0,23,0.5,27.0,10.4,137,65,1.0
SP,Jose Cabrera,40,50,50,55,45,40,45,40,-,-,-,-,-,-,-,-,-,3,FB,90-92,55,50,10,10,53.2,23,1.7,18.4,7.8,118,127,1.0
RP,Angel Perdomo,70,50,40,55,50,70,65,-,75,-,-,-,-,-,-,-,-,3,FB,94-96,30,55,59,0,77.0,31,0.8,30.3,11.7,121,88,1.0
CL,Brenan Hanifee,40,55,60,50,55,45,-,-,40,45,-,40,-,-,-,-,-,4,GB,96-98,35,50,41,0,52.2,20,0.5,17.7,7.7,155,80,1.0
RP,Jared Koenig,50,50,50,50,50,-,-,50,-,55,-,50,-,-,-,-,-,3,NEU,95-97,40,60,64,0,80.1,34,0.9,26.0,8.2,118,82,1.0
RP,Abner Uribe,60,60,35,65,60,-,40,-,80,80,-,-,-,-,-,-,-,3,EX GB,99-101,30,45,61,0,74.0,29,0.5,31.2,13.1,116,73,1.0
SP,Blake Snell,70,50,40,55,50,80,60,80,60,-,-,-,-,-,-,-,-,4,NEU,96-98,50,55,13,13,59.2,27,1.1,35.6,12.6,97,84,1.0
RP,Joey Lucchesi,40,50,45,50,50,35,35,-,-,40,25,-,-,-,-,-,-,4,NEU,90-92,55,50,18,0,40.2,12,0.9,14.5,9.7,149,110,1.0
RP,Mason Thompson,45,55,45,50,55,-,40,-,45,50,-,-,-,-,-,-,-,3,EX GB,96-98,30,45,21,1,32.0,8,0.3,20.0,6.7,176,72,0.9
RP,T.J. McFarland,35,50,50,45,55,-,-,-,35,40,-,-,-,40,-,-,-,3,EX GB,88-90,30,50,74,0,89.1,37,0.5,16.7,5.4,140,82,0.9
SP,Bryse Wilson,40,45,50,55,45,45,35,35,-,-,-,45,-,-,-,-,-,4,FB,94-96,45,50,32,32,167.2,93,1.8,18.8,6.5,84,129,0.9
RP,Jacob Waguespack,50,45,45,50,45,55,45,40,50,-,-,-,-,-,-,-,-,5,NEU,94-96,50,45,13,0,29.2,7,0.3,21.4,10.3,187,79,0.9
SP,Sam Gaviglio,40,50,55,50,50,-,45,45,40,45,-,-,-,-,-,-,-,4,NEU,89-91,50,55,10,10,53.2,24,1.2,13.4,6.5,107,117,0.9
RP,Garrett Cleavinger,60,50,45,55,50,60,-,45,75,50,-,-,-,-,-,-,-,4,NEU,94-96,30,60,69,0,70.0,28,0.3,31.3,12.7,123,63,0.9
SP,Ben Lively,40,50,55,55,50,40,40,35,40,45,-,-,-,-,-,-,-,5,FB,90-92,50,45,22,1,115.2,52,1.6,21.9,5.7,98,113,0.9
RP,Joel Payamps,50,50,50,65,50,55,-,-,55,50,-,-,-,-,-,-,-,3,FB,95-97,25,50,55,0,57.1,22,1.4,25.6,5.7,126,98,0.9
CL,Luke Little,65,65,35,65,65,80,-,-,75,-,40,-,-,-,-,-,-,3,EX GB,96-98,30,50,62,0,56.2,23,0.3,28.6,12.2,156,70,0.9
CL,David Bednar,50,55,45,55,55,70,-,55,-,-,55,-,-,-,-,-,-,3,FB,96-98,30,50,56,0,54.1,22,0.5,34.2,9.6,141,52,0.9
RP,Nick Lodolo,55,50,50,50,45,65,50,-,60,55,-,-,-,-,-,-,-,4,NEU,94-96,50,60,34,28,155.1,85,1.1,21.8,9.8,83,117,0.9
RP,Josh Sborz,55,55,45,50,55,75,-,55,55,-,-,-,-,-,-,-,-,3,NEU,95-97,25,50,27,0,34.0,10,0.8,22.9,7.9,150,86,0.9
SP,JP Sears,40,45,55,60,45,45,45,-,45,-,-,-,-,-,-,-,-,3,FB,91-93,60,55,20,20,102.2,54,1.3,20.7,6.4,105,107,0.9
RP,Chad Green,45,50,50,65,45,55,-,-,50,-,-,-,-,-,-,-,-,2,EX FB,95-97,30,40,45,0,56.2,21,0.8,26.0,3.5,119,65,0.8
RP,Declan Cronin,45,55,45,45,70,-,-,-,50,50,-,-,-,-,-,-,-,2,EX GB,94-96,30,40,25,0,36.2,11,0.5,23.0,10.5,147,85,0.8
CL,Mason Miller,80,55,45,65,50,90,45,-,85,-,-,-,-,-,-,-,-,2,FB,100+,30,50,67,0,68.0,30,0.8,38.8,10.0,120,62,0.8
RP,Brandon Sproat,45,50,45,55,50,60,45,45,50,-,-,-,-,-,-,-,-,4,GB,97-99,50,50,16,16,85.2,44,1.3,22.3,10.6,92,114,0.8
SP,Kyle Bradish,50,55,45,55,55,-,-,50,65,65,-,50,-,-,-,-,-,4,NEU,95-97,40,50,10,10,47.2,21,0.9,23.7,9.2,100,95,0.8
SP,Jakob Junis,45,45,65,50,45,50,45,-,50,-,-,-,-,-,-,-,-,3,FB,91-93,35,55,40,11,101.1,49,1.2,20.9,4.5,106,93,0.8
RP,Sam Moll,50,50,45,55,50,50,45,-,50,50,-,-,-,-,-,-,-,3,NEU,93-95,25,60,37,0,32.2,9,0.3,29.9,10.2,180,64,0.8
RP,Jose Quijada,55,55,35,55,55,75,55,-,50,-,-,-,-,-,-,-,-,3,FB,94-96,25,60,52,6,62.0,26,0.7,24.2,16.0,130,106,0.8
RP,Kevin Kelly,45,55,65,65,55,-,-,-,45,50,-,45,-,-,-,-,-,3,GB,91-93,30,40,47,0,57.2,22,0.9,23.7,6.6,121,92,0.8
CL,Kyle Finnegan,50,50,45,50,50,75,-,-,45,-,45,-,-,-,-,-,-,3,NEU,97-99,30,50,60,0,57.2,25,0.5,20.6,13.0,149,88,0.8
SP,Drey Jameson,50,50,50,50,50,75,45,45,55,55,-,-,-,-,-,-,-,5,GB,98-100,35,55,34,31,148.0,82,1.1,20.8,10.1,93,109,0.8
SP,Tekoah Roby,35,45,50,55,45,45,35,35,40,-,-,-,-,-,-,-,-,4,FB,94-96,50,45,17,0,33.2,10,1.3,22.2,9.6,148,111,0.8
RP,Ian Hamilton,55,55,45,55,55,70,-,-,75,55,-,-,-,-,-,-,-,3,NEU,96-98,25,55,56,0,58.1,23,0.6,28.0,9.8,117,72,0.8
RP,Slade Cecconi,45,45,55,55,40,50,40,45,45,-,-,-,-,-,-,-,-,4,EX FB,95-97,50,60,27,10,47.1,20,0.8,22.1,7.5,116,86,0.7
RP,Kyle Gibson,45,50,45,50,50,40,40,35,40,45,-,40,-,-,-,-,-,6,NEU,92-94,50,55,32,17,112.2,59,1.3,20.4,9.1,85,113,0.7
SP,Luis Ortiz,45,50,55,55,50,50,35,-,45,45,-,40,-,-,-,-,-,5,FB,96-98,50,50,31,31,169.0,96,1.6,18.4,8.1,79,128,0.7
RP,Fernando Cruz,70,50,40,45,50,60,-,-,55,-,80,-,-,-,-,-,-,3,EX FB,93-95,25,55,41,0,38.0,14,0.2,32.5,12.4,119,57,0.7
SP,Kyle Hart,50,45,50,50,45,45,50,-,50,50,-,50,-,-,-,-,-,5,NEU,91-93,55,55,26,20,110.0,59,1.1,28.4,8.2,86,91,0.7
SP,Clarke Schmidt,50,50,50,55,50,50,45,50,60,55,-,55,-,-,-,-,-,6,FB,94-96,50,55,31,31,164.0,93,0.8,22.1,8.5,78,94,0.7
RP,Michael Kelly,45,50,45,50,50,55,-,-,50,-,-,45,-,-,-,-,-,3,EX FB,96-98,30,55,19,0,20.2,4,0.0,23.8,3.8,455,43,0.7
SP,Caden Dana,40,45,45,55,45,50,40,40,45,-,-,-,-,-,-,-,-,4,FB,94-96,50,45,15,0,22.1,5,0.4,34.1,9.9,197,57,0.7
RP,Brad Boxberger,45,45,45,50,45,55,45,-,50,-,-,-,-,-,-,-,-,3,FB,93-95,30,45,37,0,36.1,12,0.2,18.6,14.0,145,95,0.7
RP,Gregory Soto,55,55,45,50,60,65,-,-,70,70,-,-,-,-,-,-,-,3,NEU,97-99,25,50,69,0,57.0,23,0.5,26.6,12.4,114,78,0.7
SP,Brian Holmes,45,40,45,50,40,50,-,-,-,45,-,45,-,-,-,-,-,3,FB,95-97,40,60,17,0,32.0,10,0.8,24.0,3.3,156,75,0.7
SP,Joey Cantillo,50,50,40,55,50,55,60,45,45,-,-,-,-,-,-,-,-,4,NEU,92-94,50,50,24,24,121.0,67,1.0,25.7,10.1,95,93,0.7
SP,Kris Bubic,50,50,50,50,50,55,50,60,50,45,-,-,-,-,-,-,-,5,GB,93-95,40,55,32,32,168.1,96,1.1,20.9,9.3,93,104,0.7
RP,Elvis Peguero,50,55,45,50,60,-,-,-,65,55,-,-,-,-,-,-,-,2,EX GB,97-99,30,45,17,0,24.0,6,0.0,17.0,12.8,176,85,0.7
RP,Jesus Tinoco,50,50,45,50,50,50,35,-,55,50,-,-,-,-,-,-,-,4,NEU,95-97,30,60,51,0,63.1,26,0.6,19.4,7.7,111,84,0.7
RP,Dylan Floro,40,65,55,50,70,35,40,-,35,40,-,-,-,-,-,-,-,4,NEU,90-92,30,50,72,0,71.0,31,0.4,15.6,6.4,136,80,0.7
RP,Luis Perdomo,45,50,65,45,50,-,-,40,45,45,-,-,-,-,-,-,-,3,GB,92-94,30,40,55,0,72.1,31,1.0,23.8,6.0,110,86,0.7
SP,Marcus Stroman,40,50,50,55,50,40,40,35,40,45,-,40,-,-,-,-,-,6,NEU,92-94,60,50,5,5,26.2,10,0.0,19.2,10.8,168,77,0.7
SP,Lucas Giolito,50,45,50,50,45,55,55,45,55,-,-,-,-,-,-,-,-,4,FB,93-95,50,50,29,29,141.2,80,1.3,26.1,8.1,85,99,0.6
RP,Robert Stephenson,70,45,50,50,45,75,40,-,70,-,-,75,-,-,-,-,-,4,FB,95-97,30,60,43,1,45.0,18,0.8,35.1,8.6,124,56,0.6
RP,Logan Allen,45,50,45,50,45,45,-,-,45,-,45,45,-,-,-,-,-,4,FB,91-93,50,50,5,2,15.0,3,0.6,20.0,13.3,220,105,0.6
SP,Lance McCullers Jr.,50,50,45,55,50,-,50,55,60,55,-,45,-,-,-,-,-,5,GB,94-96,50,55,17,17,82.1,44,1.6,25.4,8.7,86,116,0.6
RP,Genesis Cabrera,45,50,45,55,50,50,40,40,50,45,-,-,-,-,-,-,-,5,NEU,96-98,30,55,24,0,31.0,10,0.3,22.8,9.4,171,73,0.6
RP,Jameson Taillon,40,45,60,55,40,45,30,35,40,-,-,40,-,-,-,-,-,5,EX FB,93-95,50,45,23,23,137.2,78,1.6,17.8,6.6,82,117,0.6
RP,Trevor Stephan,50,50,45,55,50,75,-,-,55,-,50,-,-,-,-,-,-,3,NEU,97-99,30,55,12,0,18.2,4,0.5,29.9,7.8,205,62,0.6
RP,Cooper Criswell,40,50,55,45,55,-,45,-,40,40,-,40,-,25,-,-,-,5,NEU,89-91,50,45,4,3,15.2,4,0.0,16.7,7.6,172,81,0.6
RP,Carl Edwards Jr.,45,50,40,50,50,50,45,50,-,-,-,-,-,-,-,-,-,3,NEU,92-94,35,55,10,4,27.0,10,0.3,22.5,14.2,119,87,0.6
RP,Nick Sandlin,55,50,40,70,45,-,50,-,65,60,-,-,-,-,-,-,-,3,EX FB,93-95,30,45,11,0,22.1,6,0.4,30.7,8.0,164,59,0.6
DH,Shohei Ohtani,55,55,45,70,50,75,-,55,75,-,50,55,-,-,-,-,-,5,NEU,97-99,55,50,32,32,145.2,83,1.5,27.7,11.2,79,118,0.6
RP,Seranthony Dominguez,55,55,45,55,55,75,45,-,65,55,-,-,-,-,-,-,-,4,GB,97-99,25,55,65,0,81.0,36,1.2,26.5,8.3,99,90,0.6
RP,Forrest Whitley,50,50,40,55,50,65,-,45,50,50,-,-,-,-,-,-,-,4,GB,98-100,30,50,33,0,40.0,15,0.9,22.0,11.0,135,105,0.6
RP,Jairo Iriarte,45,50,45,50,50,55,45,-,50,-,-,-,-,-,-,-,-,3,NEU,94-96,50,50,21,0,32.0,11,0.6,27.6,9.7,141,78,0.6
RP,Ronny Henriquez,45,50,50,50,50,50,-,-,50,40,40,-,-,-,-,-,-,4,NEU,96-98,40,55,54,0,102.2,47,0.7,17.8,7.1,100,92,0.6
RP,Dane Dunning,45,50,50,55,50,45,45,40,45,-,-,45,-,-,-,-,-,5,NEU,89-91,50,45,13,0,24.0,7,0.8,22.6,7.5,151,83,0.6
RP,Taylor Rogers,55,45,45,50,45,-,-,-,55,60,-,-,-,-,-,-,-,2,NEU,92-94,25,55,65,0,64.2,28,1.1,34.5,7.2,114,80,0.6
CL,Raisel Iglesias,55,50,65,55,50,75,65,-,55,-,-,-,-,-,-,-,-,3,FB,95-97,30,45,75,0,73.1,34,1.4,33.2,7.0,134,81,0.6
SP,Sem Robberse,40,50,50,55,45,45,40,-,40,-,-,40,-,-,-,-,-,4,NEU,92-94,50,45,10,10,46.2,23,1.4,17.9,8.7,103,120,0.6
RP,Matt Brash,65,55,40,50,60,80,45,-,80,-,-,-,-,-,-,65,-,4,NEU,97-99,30,40,24,0,31.2,11,1.7,29.5,9.8,139,116,0.6
RP,Alexis Diaz,55,55,40,70,55,65,-,-,65,-,-,-,-,-,-,-,-,2,EX FB,94-96,30,50,47,0,55.1,24,0.8,27.7,13.0,122,95,0.5
RP,Scott Alexander,40,55,50,50,55,-,35,-,40,45,-,-,-,-,-,-,-,2,EX GB,92-94,30,60,77,0,72.1,32,1.1,18.9,6.8,106,105,0.5
RP,Huascar Ynoa,50,50,45,55,50,60,50,-,55,-,-,-,-,-,-,-,-,3,FB,94-96,40,50,33,2,61.0,27,0.6,23.7,8.9,99,81,0.5
RP,Seth Halvorsen,45,50,45,50,45,70,40,-,50,-,-,-,-,-,-,-,-,3,NEU,99-101,25,45,47,0,50.0,21,1.3,21.2,9.6,129,108,0.5
RP,Tyler Gilbert,40,45,50,50,45,45,40,-,35,-,-,40,-,-,-,35,-,5,EX FB,91-93,40,55,37,11,60.1,29,0.7,21.8,6.0,92,83,0.5
RP,A.J. Puk,65,50,50,50,50,80,-,-,75,50,50,50,-,-,-,-,-,5,FB,96-98,30,50,63,0,67.1,31,0.7,31.1,11.0,119,61,0.5
SP,Kyle Harrison,50,50,50,55,50,60,55,55,50,-,-,-,-,-,-,-,-,4,NEU,93-95,55,55,33,33,185.1,108,1.3,21.0,8.1,78,113,0.5
RP,Grant Holman,50,45,45,50,45,65,45,-,50,-,-,-,-,-,-,-,-,3,FB,95-97,30,35,13,0,17.1,4,1.0,24.3,6.8,191,85,0.5
RP,Penn Murfee,50,50,45,55,50,45,-,-,50,-,-,-,-,-,-,-,-,2,NEU,89-91,35,45,50,0,72.1,32,1.1,22.0,7.5,106,101,0.5
RP,Chandler Murphy,40,50,45,50,50,45,35,35,40,-,-,-,-,-,-,-,-,4,NEU,94-96,50,55,17,0,22.2,7,0.8,24.1,3.4,143,77,0.5
CL,Vince Velasquez,55,50,45,50,45,60,50,55,60,-,-,-,-,-,-,-,-,4,EX FB,93-95,50,55,45,15,121.1,64,1.3,26.6,10.4,94,104,0.5
RP,Alex Faedo,50,50,50,60,45,50,50,-,55,-,-,-,-,-,-,-,-,3,EX FB,92-94,40,55,38,0,54.1,23,1.2,23.5,9.4,114,101,0.5
RP,Derek Law,40,50,45,50,50,45,30,30,40,40,-,40,-,-,-,-,-,6,NEU,95-97,30,55,53,0,69.1,31,0.8,19.9,8.6,105,91,0.5
RP,Joe Kelly,55,55,40,50,55,70,45,-,55,65,-,-,-,-,-,55,-,4,NEU,97-99,30,45,39,0,52.1,22,0.9,29.6,10.8,115,82,0.5
SP,Shane Bieber,45,50,60,50,50,45,45,50,50,-,-,45,-,-,-,-,-,5,NEU,91-93,55,50,16,16,77.0,42,1.3,19.9,7.4,83,107,0.5
SP,David Peterson,45,55,45,50,60,50,45,40,50,55,-,-,-,-,-,-,-,5,NEU,93-95,50,55,8,8,44.0,22,0.8,22.1,10.0,88,94,0.5
RP,Kyle Crick,55,50,35,55,50,45,-,-,55,-,-,-,-,-,-,-,-,2,NEU,90-92,25,65,27,0,36.1,14,1.5,29.4,13.8,114,119,0.5
RP,Daniel Lynch IV,40,50,50,50,45,45,35,30,40,40,-,35,-,-,-,-,-,6,NEU,93-95,55,55,13,1,31.0,12,1.2,22.0,10.2,114,106,0.5
RP,Mason Englert,45,50,55,55,45,45,45,40,45,40,-,-,-,-,-,-,-,5,NEU,93-95,40,40,21,0,38.0,15,0.5,19.6,11.1,111,89,0.5
RP,Sean Hjelle,45,50,55,45,50,-,-,-,45,45,-,40,-,-,-,-,-,3,EX GB,95-97,40,45,28,0,55.2,24,1.0,15.8,6.0,129,107,0.5
RP,Tony Gonsolin,45,50,50,70,45,45,-,40,45,-,45,-,-,-,-,-,-,4,NEU,93-95,45,55,30,10,92.1,48,1.8,22.0,6.5,92,121,0.5
RP,Stephen Ridings,50,50,45,55,50,75,-,-,65,-,-,-,-,-,-,-,-,2,NEU,97-99,30,50,13,0,14.1,3,0.0,16.4,3.6,210,57,0.5
RP,Scott Effross,45,55,60,55,55,-,40,-,45,45,-,-,-,-,-,-,-,3,NEU,90-92,30,45,28,0,36.0,14,1.2,19.4,5.6,158,101,0.5
SP,Alex Cobb,40,55,50,45,65,-,-,-,40,45,40,-,-,-,-,35,-,4,EX GB,93-95,45,50,17,17,81.1,45,0.8,17.3,10.9,89,107,0.5
RP,Garrett Whitlock,50,50,65,50,50,-,50,-,60,50,-,50,-,-,-,-,-,4,NEU,94-96,30,45,65,0,64.2,29,1.3,26.3,5.1,105,87,0.5
RP,Julian Merryweather,55,50,45,50,50,70,50,-,75,-,-,-,-,-,-,-,-,3,FB,96-98,30,45,55,0,50.0,22,0.4,25.2,14.5,110,77,0.5
RP,Luis Gil,65,50,40,65,50,80,55,-,80,-,-,-,-,-,-,-,-,3,FB,97-99,55,50,10,10,53.1,28,0.8,29.4,9.8,90,80,0.5
RP,Tyler Kinley,55,45,45,50,45,65,-,-,80,-,-,-,-,-,-,-,-,2,FB,96-98,25,40,53,0,61.1,27,1.5,29.9,13.4,104,105,0.5
RP,Sean Reid-Foley,55,55,35,55,55,-,60,-,60,75,-,-,-,-,-,-,-,3,EX GB,95-97,30,50,23,0,27.1,10,1.0,21.9,12.4,134,113,0.4
RP,Nick Wittgren,40,45,50,50,45,40,30,-,35,-,-,35,-,-,-,-,-,4,EX FB,92-94,30,70,22,0,25.2,9,0.4,22.3,5.4,141,65,0.4
RP,Eli Morgan,45,45,55,55,45,50,50,-,45,-,-,-,-,-,-,-,-,3,EX FB,92-94,35,45,44,0,52.2,23,0.7,24.8,9.9,116,75,0.4
